"","Date","^GSPC","KL","RGLD","AU","SSRM","SA","GOOG","AMZN","AAPL","MSFT","INTC","SPG","CCI","PLD","PSA","EQR","EC","XOM","CVX","PTR","BP","TOT","JNJ","UNH","PFE","MRK","NVS","ABT"
"89","2018-05-01",2705.27002,18.269012,88.597771,8.577525,10.23,11.1,1084.98999,1629.619995,184.067184,97.199356,53.868877,153.025864,100.199036,62.494125,204.075745,61.948769,19.998329,77.93959,119.670998,81.713341,43.338409,57.762047,116.434685,238.176376,34.708916,57.871983,64.681114,60.474762
"90","2018-06-01",2718.370117,21.003895,91.740089,8.169545,9.87,11.15,1115.650024,1699.800049,183.036682,97.393494,48.791245,164.623962,103.729813,63.795475,218.545212,61.658337,19.123577,80.173546,122.783081,74.907166,43.748184,57.676334,118.984848,241.953522,35.389137,59.009399,65.566444,59.944023
"91","2018-07-01",2816.290039,21.841543,83.60759,8.846194,10.41,11.65,1217.26001,1777.439941,188.158646,104.771339,47.210999,170.447083,107.74498,64.197891,211.801529,63.891693,19.88666,78.991249,122.627701,74.852783,43.202053,62.872978,129.947845,250.608109,38.949512,64.530289,72.82267,64.415993
"92","2018-08-01",2901.52002,18.584734,75.553734,7.871023,8.7,11.3,1218.189941,2012.709961,225.080429,110.944244,47.534901,177.044022,110.855896,65.724083,206.696838,66.15715,21.031282,77.69265,115.042984,73.076683,41.084587,60.454418,132.075714,265.690887,40.500473,67.194969,72.050179,65.988991
"93","2018-09-01",2913.97998,18.913404,76.346321,8.537722,8.71,12.95,1193.469971,2003,223.994431,113.393768,46.69825,172.921783,108.231056,66.320862,196.049866,64.702187,25.060728,83.242615,119.891319,80.358696,44.786926,62.044304,136.391098,263.295898,43.353893,69.497177,74.784279,72.42598
"94","2018-10-01",2711.73999,19.512041,75.920296,9.363632,9.79,12.63,1076.77002,1598.01001,217.167618,105.898293,46.293381,179.545151,106.711609,63.523937,201.688934,63.941113,21.64547,78.014252,109.468971,72.639999,42.134686,57.123959,138.187668,259.526978,42.360302,72.604897,75.912643,68.062263
"95","2018-11-01",2760.169922,20.72905,72.710426,9.871119,10.64,11.72,1094.430054,1690.170044,177.199097,109.943474,48.692974,181.668152,112.756706,66.351814,209.335571,70.132454,17.876589,77.838013,116.616562,69.5,39.200703,54.209274,145.008713,279.397369,45.478794,78.256653,79.445282,73.407791
"96","2018-12-01",2506.850098,26.02603,85.135307,12.48816,12.09,13.23,1035.609985,1501.969971,157.066376,101.138069,46.634403,166.124451,106.603661,57.858315,198.685242,64.974648,14.777733,67.441261,107.707291,61.549999,37.373074,50.865673,128.199753,248.17276,43.272079,75.366661,74.480492,71.702705
"97","2019-01-01",2704.100098,32.140511,86.844978,14.219585,13.72,13.91,1116.369995,1718.72998,165.729218,103.985909,46.823204,180.097534,116.006538,68.65358,210.577759,72.008934,17.541578,72.475372,113.508972,64.269997,40.52692,54.057301,132.203201,269.172638,42.08247,73.928329,75.964714,72.347076
"98","2019-02-01",2784.48999,36.616409,88.154732,14.100177,13.9,14.33,1119.920044,1639.829956,172.410553,111.553589,52.626419,179.148193,117.681335,69.546982,209.557175,73.130356,18.835094,78.162231,118.389908,65.860001,42.034859,56.210506,135.739731,241.299011,43.349998,80.742088,79.184891,77.303635
"99","2019-03-01",2834.399902,30.382126,90.66745,13.03545,12.66,12.39,1173.310059,1780.75,189.949997,117.940002,53.700001,182.210007,126.848091,71.423141,215.789688,74.747978,19.951801,80.800003,123.18,65.43,43.720001,54.965992,139.789993,246.319839,42.470001,82.609413,83.446617,79.614174
