Date,Open,High,Low,Close,Adj Close,Volume
2012-10-01,37.709999,41.240002,37.709999,38.070000,32.545830,92438600
2012-11-01,39.259998,41.980000,38.020000,38.700001,33.084408,128979600
2012-12-01,38.930000,39.720001,36.299999,39.020000,33.357971,106166100
2013-01-01,39.549999,40.000000,36.349998,39.509998,33.951614,116544600
2013-02-01,39.959999,41.570000,38.520000,41.099998,35.317928,101639800
2013-03-01,40.740002,42.889999,40.360001,41.840000,35.953815,98694400
2013-04-01,41.779999,45.400002,41.509998,44.599998,38.509045,85451300
2013-05-01,44.540001,50.000000,44.330002,48.340000,41.738270,82255900
2013-06-01,48.590000,49.480000,45.720001,48.000000,41.444714,69517100
2013-07-01,48.250000,50.770000,47.480000,48.340000,41.954262,77297100
2013-08-01,48.919998,49.720001,43.349998,44.430000,38.560780,128140600
2013-09-01,44.759998,46.180000,42.680000,43.270000,37.554020,105330000
2013-10-01,43.230000,46.730000,42.180000,46.110001,40.244545,108525700
2013-11-01,46.180000,54.070000,45.560001,53.259998,46.485023,118349200
2013-12-01,52.990002,53.860001,51.000000,53.400002,46.607208,77204300
2014-01-01,53.169998,56.650002,51.360001,53.200001,46.657921,94546800
2014-02-01,53.119999,58.660000,50.049999,57.860001,50.744873,80524400
2014-03-01,57.189999,59.950001,56.700001,59.290001,51.999023,77750800
2014-04-01,59.189999,61.259998,56.470001,57.430000,50.582298,68766100
2014-05-01,57.689999,59.930000,54.820000,59.889999,52.748970,88393500
2014-06-01,60.090000,60.340000,57.029999,58.020000,51.101944,54246200
2014-07-01,58.200001,60.250000,56.369999,57.790001,51.171398,63635000
2014-08-01,57.650002,63.099998,55.810001,62.290001,55.156021,104404200
2014-09-01,62.369999,62.970001,57.860001,58.180000,51.516724,89586400
2014-10-01,58.340000,59.919998,54.840000,57.820000,51.466846,120616200
2014-11-01,57.959999,65.739998,55.639999,64.910004,57.777821,120389300
2014-12-01,64.339996,66.589996,60.220001,65.750000,58.525520,90649800
2015-01-01,66.330002,68.300003,62.230000,63.880001,57.156151,84303200
2015-02-01,64.000000,66.089996,61.099998,63.720001,57.012993,84994000
2015-03-01,63.400002,66.139999,61.849998,64.910004,58.077736,75955300
2015-04-01,64.519997,69.980003,64.300003,64.629997,58.114567,92078000
2015-05-01,64.160004,69.220001,62.799999,66.949997,60.200687,122959000
2015-06-01,67.029999,71.099998,66.500000,67.470001,60.668259,101394100
2015-07-01,67.820000,73.610001,65.529999,69.059998,62.424126,104222900
2015-08-01,69.110001,70.120003,55.160000,58.610001,52.978264,115970900
2015-09-01,57.610001,60.130001,49.720001,51.320000,46.388744,103455500
2015-10-01,51.180000,52.200001,47.099998,50.980000,46.367287,104143300
2015-11-01,51.020000,52.480000,37.750000,39.080002,35.544010,221373000
2015-12-01,39.380001,39.939999,34.049999,34.980000,31.814981,178734600
2016-01-01,34.450001,41.799999,34.330002,40.410000,37.106316,189233900
2016-02-01,40.220001,44.000000,37.709999,43.209999,39.677406,115428600
2016-03-01,43.470001,45.500000,42.410000,44.090000,40.485462,70232100
2016-04-01,44.009998,44.070000,39.060001,39.590000,36.651878,80417800
2016-05-01,39.779999,40.150002,29.940001,33.209999,30.745358,197720900
2016-06-01,33.049999,34.650002,30.820000,33.610001,31.115675,160796900
2016-07-01,33.619999,37.419998,32.540001,35.830002,33.552471,111579600
2016-08-01,35.919998,40.980000,31.020000,36.180000,33.880226,214666200
2016-09-01,36.320000,37.369999,34.310001,37.049999,34.694920,131570800
2016-10-01,36.970001,38.480000,34.799999,36.490002,34.536720,102431100
2016-11-01,36.439999,45.410000,36.419998,42.200001,39.941067,149309100
2016-12-01,42.009998,43.790001,35.610001,35.810001,33.893120,115641400
2017-01-01,36.130001,36.400002,28.549999,29.540001,28.222418,182147200
2017-02-01,29.320000,34.369999,29.120001,33.220001,31.738277,221920900
2017-03-01,33.480000,33.669998,27.719999,29.639999,28.317955,157640900
2017-04-01,29.600000,30.180000,28.459999,29.219999,28.253269,87132400
2017-05-01,29.230000,29.830000,22.430000,23.500000,22.722513,222645500
2017-06-01,23.469999,24.559999,21.510000,23.240000,22.471115,218411600
2017-07-01,23.330000,24.650000,20.850000,23.750000,23.353642,160638900
2017-08-01,23.719999,24.240000,19.320000,20.770000,20.423374,239066100
2017-09-01,20.879999,22.870001,20.790001,21.820000,21.455851,176646400
2017-10-01,21.719999,21.790001,18.510000,18.760000,18.760000,266351800
