Date,Open,High,Low,Close,Adj Close,Volume
2012-10-01,69.330002,70.830002,67.260002,69.239998,58.693348,196136900
2012-11-01,69.160004,69.889999,65.830002,69.830002,59.679550,165939000
2012-12-01,69.839996,70.989998,66.830002,67.889999,58.021553,181564600
2013-01-01,68.650002,75.480003,68.349998,75.160004,64.234802,222560700
2013-02-01,75.300003,77.769997,74.949997,76.180000,65.634384,191904000
2013-03-01,75.699997,77.820000,75.559998,77.059998,66.392563,154532700
2013-04-01,76.849998,82.540001,76.349998,76.769997,66.142693,227545000
2013-05-01,76.830002,82.349998,76.720001,76.760002,66.619995,217685100
2013-06-01,76.870003,79.470001,75.099998,76.989998,66.819603,197044800
2013-07-01,77.019997,81.639999,77.000000,80.300003,69.692375,173226400
2013-08-01,81.620003,82.400002,73.610001,77.889999,68.107079,145746000
2013-09-01,78.269997,80.529999,75.349998,75.589996,66.095970,148988500
2013-10-01,75.519997,82.620003,75.199997,80.750000,70.607872,187970900
2013-11-01,80.680000,85.820000,80.639999,84.220001,74.217796,151274200
2013-12-01,84.040001,84.940002,80.480003,81.410004,71.741524,162155800
2014-01-01,81.330002,81.699997,75.260002,76.620003,67.520378,223479100
2014-02-01,76.690002,79.750000,75.400002,78.660004,69.842506,179529200
2014-03-01,78.260002,80.830002,77.349998,80.599998,71.565033,187701800
2014-04-01,80.599998,82.980003,79.379997,82.550003,73.296463,190028500
2014-05-01,82.389999,82.800003,79.540001,80.790001,72.306847,133914500
2014-06-01,80.660004,80.669998,78.430000,78.589996,70.337860,157871600
2014-07-01,78.870003,81.910004,77.290001,77.320000,69.201218,163843000
2014-08-01,79.250000,83.830002,78.660004,83.110001,74.977455,156922800
2014-09-01,83.209999,85.400002,82.709999,83.739998,75.545807,149281200
2014-10-01,84.019997,87.360001,81.570000,87.269997,78.730385,221888900
2014-11-01,86.660004,90.559998,86.199997,90.430000,82.206886,136839600
2014-12-01,90.169998,93.889999,88.379997,91.089996,82.806862,142076100
2015-01-01,90.839996,91.790001,84.250000,84.290001,76.625214,170684300
2015-02-01,84.580002,86.779999,83.680000,85.129997,77.939247,151143800
2015-03-01,85.129997,85.440002,80.809998,81.940002,75.018707,201511700
2015-04-01,82.440002,84.199997,79.070000,79.510002,72.793961,169129100
2015-05-01,79.760002,81.209999,78.190002,78.389999,72.345825,136509500
2015-06-01,78.650002,81.220001,77.099998,78.239998,72.207397,188470400
2015-07-01,78.389999,82.550003,76.660004,76.699997,70.786133,180118500
2015-08-01,76.510002,77.089996,65.019997,70.669998,65.755135,239627900
2015-09-01,69.370003,73.379997,67.330002,71.940002,66.936806,228614500
2015-10-01,71.760002,78.449997,71.290001,76.379997,71.068024,202196200
2015-11-01,76.570000,77.419998,73.949997,74.839996,70.260986,146640000
2015-12-01,74.870003,81.230003,74.870003,79.410004,74.551392,207324100
2016-01-01,78.360001,82.000000,74.459999,81.690002,76.691887,229160800
2016-02-01,81.209999,83.000000,79.629997,80.290001,76.034531,191960300
2016-03-01,80.540001,83.870003,80.480003,82.309998,77.947464,215126400
2016-04-01,82.000000,83.839996,79.099998,80.120003,75.873543,161457400
2016-05-01,80.019997,82.889999,79.410004,81.040001,77.373459,137309400
2016-06-01,80.949997,84.800003,80.860001,84.669998,80.839218,160700600
2016-07-01,84.519997,86.889999,84.320000,85.589996,81.717590,145109100
2016-08-01,85.440002,88.500000,85.129997,87.309998,84.012985,185873300
2016-09-01,87.360001,90.220001,85.959999,89.750000,86.360855,846136800
2016-10-01,89.349998,90.330002,84.059998,86.800003,83.522247,375014900
2016-11-01,86.580002,87.690002,81.709999,82.459999,79.958748,201837700
2016-12-01,82.209999,85.739998,81.180000,84.080002,81.529610,171190200
2017-01-01,83.879997,87.980003,83.239998,87.599998,84.942841,193091900
2017-02-01,87.029999,91.800003,86.750000,91.070000,89.007439,193279400
2017-03-01,91.050003,92.000000,89.589996,89.849998,87.815071,199174700
2017-04-01,89.860001,91.129997,87.150002,87.330002,85.352150,136531600
2017-05-01,87.379997,88.349998,85.519997,88.089996,86.754181,138172700
2017-06-01,88.019997,90.209999,86.930000,87.150002,85.828438,143495500
2017-07-01,87.400002,91.070000,86.309998,90.820000,89.442787,122105100
2017-08-01,91.029999,92.959999,90.519997,92.269997,91.583717,131273700
2017-09-01,92.419998,94.669998,90.339996,90.980003,90.303314,138824900
2017-10-01,91.260002,93.510002,85.720001,86.339996,85.697823,179372200
