Date,Open,High,Low,Close,Adj Close,Volume
2012-10-01,60.770000,63.200001,58.750000,61.380001,55.253448,197653000
2012-11-01,61.950001,65.230003,60.310001,65.070000,58.575130,178244000
2012-12-01,65.000000,65.919998,60.209999,61.849998,55.927322,143325700
2013-01-01,63.570000,68.150002,62.380001,66.919998,60.511818,127826000
2013-02-01,67.620003,69.190002,63.820000,68.500000,61.940529,143475800
2013-03-01,68.379997,71.449997,68.089996,69.779999,63.097954,128165200
2013-04-01,69.510002,74.589996,69.510002,73.349998,66.690788,155248500
2013-05-01,73.180000,81.559998,72.529999,78.660004,71.518707,158696200
2013-06-01,78.650002,79.680000,72.410004,77.470001,70.436737,177557000
2013-07-01,77.629997,81.230003,76.629997,79.029999,72.211227,125062100
2013-08-01,79.519997,80.500000,73.110001,74.489998,68.062958,169108600
2013-09-01,74.830002,78.809998,72.209999,75.849998,69.305618,147410900
2013-10-01,75.879997,78.599998,73.739998,77.889999,71.544189,164100100
2013-11-01,77.980003,82.269997,74.779999,80.669998,74.097694,138731300
2013-12-01,80.449997,82.470001,77.699997,82.339996,75.631622,128287300
2014-01-01,82.110001,82.570000,75.849998,76.849998,70.935722,137041800
2014-02-01,76.639999,83.099998,73.959999,82.029999,75.717079,147322300
2014-03-01,80.730003,83.199997,78.370003,79.129997,73.040245,129832500
2014-04-01,79.239998,81.150002,74.610001,79.510002,73.813156,161862300
2014-05-01,79.510002,80.269997,75.320000,80.230003,74.481567,120703800
2014-06-01,80.250000,81.470001,77.750000,80.959999,75.159264,129672100
2014-07-01,81.320000,82.349998,77.949997,80.849998,75.496071,127291500
2014-08-01,80.559998,93.519997,79.660004,93.500000,87.308388,148205800
2014-09-01,93.040001,93.750000,88.330002,91.739998,85.664940,153432100
2014-10-01,92.139999,99.260002,86.349998,97.519997,91.522240,145336900
2014-11-01,96.809998,99.800003,95.150002,99.400002,93.286606,103033400
2014-12-01,99.489998,106.019997,96.989998,104.970001,98.514053,118058000
2015-01-01,105.160004,107.739998,100.239998,104.419998,98.465897,109803100
2015-02-01,104.779999,117.919998,101.570000,114.750000,108.206886,110356800
2015-03-01,114.860001,117.989998,111.580002,113.610001,107.131889,104068500
2015-04-01,113.879997,116.250000,106.620003,106.980003,101.399033,95587100
2015-05-01,106.980003,116.480003,106.849998,111.419998,105.607384,100151300
2015-06-01,111.970001,113.709999,109.029999,111.129997,105.332527,104807700
2015-07-01,112.449997,118.129997,110.169998,117.029999,111.513901,97800100
2015-08-01,117.620003,123.800003,92.169998,116.459999,110.970772,134871300
2015-09-01,113.989998,119.820000,111.800003,115.489998,110.046501,121936000
2015-10-01,116.230003,125.750000,114.709999,123.639999,118.412231,97068500
2015-11-01,124.239998,135.470001,118.610001,133.880005,128.219299,111416100
2015-12-01,133.520004,134.830002,130.009995,132.250000,126.658188,99684500
2016-01-01,130.110001,131.940002,113.589996,125.760002,120.975739,147003300
2016-02-01,124.919998,127.750000,109.620003,124.120003,119.398125,135746500
2016-03-01,124.779999,134.289993,123.980003,133.429993,128.353943,94094800
2016-04-01,133.100006,137.000000,131.750000,133.889999,129.504684,82895000
2016-05-01,134.369995,137.820007,130.020004,132.119995,127.792664,112324000
2016-06-01,132.119995,132.729996,123.620003,127.690002,124.147301,114043800
2016-07-01,128.289993,138.720001,128.119995,138.240005,134.404617,78385200
2016-08-01,138.059998,139.000000,133.600006,134.119995,130.398895,91252700
2016-09-01,134.479996,135.880005,125.349998,128.679993,125.751427,107663500
2016-10-01,128.199997,130.449997,121.620003,122.010002,119.233223,97281100
2016-11-01,121.690002,132.139999,119.199997,129.399994,126.455025,133494900
2016-12-01,129.339996,137.320007,128.679993,134.080002,131.724258,99351900
2017-01-01,135.100006,139.369995,133.050003,137.580002,135.162766,83133300
2017-02-01,137.660004,146.330002,136.330002,144.910004,142.363983,75915500
2017-03-01,146.720001,150.149994,145.830002,146.830002,144.250244,92996000
2017-04-01,146.940002,156.270004,145.759995,156.100006,154.290695,75693300
2017-05-01,156.220001,160.860001,153.279999,153.509995,151.730698,93676400
2017-06-01,153.520004,159.220001,150.750000,153.399994,152.498169,100483000
2017-07-01,154.389999,154.789993,144.250000,149.600006,148.720535,102500900
2017-08-01,150.240005,156.050003,146.889999,149.869995,148.988922,114177100
2017-09-01,150.259995,163.610001,149.759995,163.559998,163.559998,110280500
2017-10-01,164.199997,167.940002,161.509995,165.779999,165.779999,71346000
